expression,reading,meaning,tags,guid,vietnamese_definition
粗末,そまつ,"humble, miserable, crude",JLPT JLPT_2 JLPT_3,j6Do>kVF89,chất lượng kém
それぞれ,それぞれ,"each, every, respectively",JLPT JLPT_2 JLPT_3,IU/9u{#l]`,mỗi
それでも,それでも,"but (still), and yet, nevertheless",JLPT JLPT_2 JLPT_3,A4Ma6XxBkC,tuy nhiên
それと,それと,and,JLPT JLPT_2 JLPT_3,qT%b.lO-Up,Và
それとも,それとも,"or, or else",JLPT JLPT_2 JLPT_3,FIBH9OiuNP,Hoặc
揃う,そろう,"to become complete, to be equal",JLPT JLPT_2 JLPT_3,eH+q6_0;;H,Tất cả cùng nhau
揃える,そろえる,"to put things in order, to arrange",JLPT JLPT_2 JLPT_3,"Hx^8k,vcgU",Sắp xếp
損,そん,"loss, disadvantage",JLPT JLPT_2 JLPT_3,r5pYyEz*uG,sự mất mát
損害,そんがい,"damage, loss",JLPT JLPT_2 JLPT_3,KNy-!0Msk~,hư hại
尊敬,そんけい,"respect, reverence, honor",JLPT JLPT_2 JLPT_3,nh_pmhy#.q,Sự tôn trọng
存在,そんざい,"existence, being",JLPT JLPT_2 JLPT_3,Ah?vt+0Deq,hiện hữu
尊重,そんちょう,"respect, esteem, regard",JLPT JLPT_2 JLPT_3,h?{mP2f_-B,sự tôn trọng
田,た,rice field,JLPT JLPT_2 JLPT_3,"w7MwtWnKt,",cánh đồng
他,た,other (esp. places and things),JLPT JLPT_2 JLPT_3,P;is[6zAC!,Anh ta
対,たい,"pair, couple, set",JLPT JLPT_2 JLPT_3,"Moj,JFB9!<",so với
大,だい,"big, great",JLPT JLPT_2 JLPT_3,LwTE(&7K+A,to lớn
題,だい,"title, subject, theme",JLPT JLPT_2 JLPT_3,F^XD~^:A@0,câu hỏi
体育,たいいく,"physical education, gymnastics, athletics",JLPT JLPT_2 JLPT_3,CYaFjR7lk/,giáo dục thể chất
体温,たいおん,temperature (body),JLPT JLPT_2 JLPT_3,JV$<Rwhu{y,Nhiệt độ cơ thể
大会,たいかい,"convention, (big) tournament, mass meeting",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,qPbid=y~O&,giải đấu
大気,たいき,atmosphere,JLPT JLPT_2 JLPT_3,"Hhm(,tKo;q",bầu không khí
代金,だいきん,"price, cost",JLPT JLPT_2 JLPT_3,d6Cwm*}ZjB,giá 
退屈,たいくつ,"tedium, boring",JLPT JLPT_2 JLPT_3,F(8G#=fSzj,sự nhàm chán
滞在,たいざい,"stay, sojourn",JLPT JLPT_2 JLPT_3,bk>r|^ok!J,ở lại
大使,たいし,ambassador,JLPT JLPT_2 JLPT_3,zN!*9mGhu4,đại sứ
大した,たいした,"significant, great, considerable",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,oM^M6iE>L5,Không nhiều lắm
体重,たいじゅう,(body) weight,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,t`1!Oqj**T,trọng lượng cơ thể
対象,たいしょう,"target; object (of worship, study, etc.); subject (i.e., of taxation)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,"p^#)B+1eX,",chủ thể
対照,たいしょう,"contrast, antithesis, comparison",JLPT JLPT_2 JLPT_3,n>fKKV=_7/,sự tương phản
大臣,だいじん,cabinet minister,JLPT JLPT_2 JLPT_3,Ob3O=(AH>h,Bộ trưởng
対する,たいする,"to face, to confront, to oppose",JLPT JLPT_2 JLPT_3,ybI4-s}gla,Đối diện
大戦,たいせん,"great war, great battle",JLPT JLPT_2 JLPT_3,f`t4(w295-,Đại chiến
態度,たいど,"attitude, manner",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,CRe5#!Zg2,thái độ
大統領,だいとうりょう,president,JLPT JLPT_2 JLPT_3,mQ?{N?L_2<,chủ tịch
大半,たいはん,"most of, majority, mostly",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,L@eG[f#yFA,Hầu hết
代表,だいひょう,"representative, delegation",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,[cqqR!>%Z,đại diện
大部分,だいぶぶん,"most part, majority",JLPT JLPT_2 JLPT_3,xCOUr6=j:7,hầu hết
タイプライター,タイプライター,typewriter,JLPT JLPT_2 JLPT_3,wfroZ+;inq,máy đánh chữ
逮捕,たいほ,"arrest, apprehension, capture",JLPT JLPT_2 JLPT_3,"mP*P.Zr^,5",bắt giữ
題名,だいめい,title,JLPT JLPT_2 JLPT_3,x5M%%Ua514,Tiêu đề
ダイヤ,ダイヤ,(railway) schedule; diamond,JLPT JLPT_2 JLPT_3,u65Ybwgo>d,Kim cương
太陽,たいよう,sun,JLPT JLPT_2 JLPT_3,Ods5M>&o#p,mặt trời
平ら,たいら,"flatness, level, smooth",JLPT JLPT_2 JLPT_3,CCHa|.m;y*,phẳng
代理,だいり,"representation, proxy, deputy",JLPT JLPT_2 JLPT_3,`LJ^*Zc6.,diễn xuất
大陸,たいりく,continent,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,"j9v8D@q,-`",đất liền
倒す,たおす,"to throw down, to beat",JLPT JLPT_2 JLPT_3,O)2K@u<S75,đánh đổ
タオル,タオル,(hand) towel,JLPT Genki_Ln.18 JLPT_3 JLPT_2 Genki,wEC@Qp%tX#,cái khăn lau
だが,だが,"but, however",JLPT JLPT_2 JLPT_3,yVQqFsidK:,Nhưng
互い,たがい,"mutual, each other",JLPT JLPT_2 JLPT_3,"A/w*RxK,aS",nhau 
高める,たかめる,"to raise, to lift, to boost",JLPT JLPT_2 JLPT_3,k95gRhn5$b,Nâng cao
宝,たから,treasure,JLPT JLPT_2 JLPT_3,"Ms,V*:XqhK",quý giá
宅,たく,"house, home",JLPT JLPT_2 JLPT_3,NDCW+QVEo*,trang chủ
炊く,たく,"to boil, to cook",JLPT JLPT_2 JLPT_3,nMc=w-?iw5,đầu bếp
焚く,たく,"to burn, to kindle, to build a fire",JLPT JLPT_2 JLPT_3,Dg<UbH>Qcm,cháy
抱く,だく,"to embrace, to hug",JLPT JLPT_2 JLPT_3,KKtZ{u;?<t,ôm
だけど,だけど,however,JLPT JLPT_2 JLPT_3,B]!P5f2EJ8,Nhưng
たしか,たしか,"certain, sure, if I remember correctly",JLPT JLPT_2 JLPT_3,Ai@Savd_m@,Tôi nghĩ
確かめる,たしかめる,"to ascertain, to make sure",JLPT JLPT_2 JLPT_3,zRU$$MH{a;,Xác minh
多少,たしょう,a little (same as 少し (すこし)),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,Lr;d$E?/U|,Bao nhiêu
助かる,たすかる,to be saved; (something) helps (v.i.),JLPT Intermediate_Japanese Genki_Ln.18 JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4 Genki,xVSsgH{D[a,Thông tin đó rất hữu ích.
助ける,たすける,"to help (v.t.), to save, to rescue",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Genki Genki_Ln.22 Intermediate_Japanese_Ln.3,l/GW}?_@LC,giúp đỡ
ただ,ただ,free of charge; just (~); only (~),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9 Genki_Ln.23 Genki,FnqECB)M9z,chỉ
只,ただ,"free of charge, mere, only",JLPT JLPT_2 JLPT_3,t3-MU5x.ml,Chỉ một
唯,ただ,"mere, sole, plain",JLPT JLPT_2 JLPT_3,F%qA~M)1]b,chỉ một
戦い,たたかい,"battle, fight",JLPT JLPT_2 JLPT_3,q9<05fFYz,trận đánh
戦う,たたかう,"to fight, to compete, to battle",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,Bby>Z<O$Cf,trận đánh
叩く,たたく,"to strike, to beat",JLPT JLPT_2 JLPT_3,qn)FIw6-x/,đánh
直ちに,ただちに,"at once, immediately",JLPT JLPT_2 JLPT_3,K6vcg?:lAW,ngay lập tức
畳む,たたむ,to fold (clothes),JLPT JLPT_2 JLPT_3,rkct5mr//(,nếp gấp
立ち上がる,たちあがる,to stand up,JLPT JLPT_2 JLPT_3,HlZc:`g<19,đứng lên
立場,たちば,"standpoint, position, situation",JLPT JLPT_2 JLPT_3,m+%3thjJjg,chức vụ
建つ,たつ,"to stand; to be built (v.i.), to erect, to be erected",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,n<i_4fThiw,đứng
経つ,たつ,(time) passes,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,"r,N`cWnW^X",Vượt qua
達する,たっする,"to reach, to get to",JLPT JLPT_2 JLPT_3,wK1Ias[)#c,với tới
唯,たった,"only, just",JLPT JLPT_2 JLPT_3,uOH:v;n@##,chỉ một
だって,だって,"but, because, even",JLPT JLPT_2 JLPT_3,EX/P_yzE.A,Bởi vì
たっぷり,たっぷり,"full, in plenty, ample",JLPT JLPT_2 JLPT_3,m+yv?z5be0,nhiều
たとえ,たとえ,"even if, no matter, though",JLPT JLPT_2 JLPT_3,hFX[Llvj7<,dụ ngôn
谷,たに,valley,JLPT JLPT_2 JLPT_3,hcMe_RS(U*,thung lũng
他人,たにん,"unrelated person, stranger",JLPT JLPT_2 JLPT_3,hCa*aP>NLK,người khác
種,たね,seed; material; cause,JLPT JLPT_2 JLPT_3,q$QKyzwhUV,loại
束,たば,"bunch, bundle",JLPT JLPT_2 JLPT_3,HpG5d&jd4^,bó
足袋,たび,Japanese socks (with split toe),JLPT JLPT_2 JLPT_3,bhqtwW<taj,tabi
度,たび,counter for occurrences,JLPT JLPT_2 JLPT_3,c~q$.~Py-+,bằng cấp
旅,たび,"travel, trip, journey",JLPT JLPT_2 JLPT_3,AP3&ju<[do,Hành trình
たびたび,たびたび,"often, repeatedly, frequently",JLPT JLPT_2 JLPT_3,N_zxk]NfeP,thường xuyên
玉,たま,"ball, sphere, coin",JLPT JLPT_2 JLPT_3,kel|c(YKw~,quả bóng
球,たま,"globe, sphere, ball",JLPT JLPT_2 JLPT_3,"IL5}@,L(HU",quả bóng
弾,たま,"bullet, shot",JLPT JLPT_2 JLPT_3,t`CC/|.iog,viên đạn
偶,たま,"even number, couple, friend",JLPT JLPT_2 JLPT_3,H%.6|y[Mxx,thậm chí
騙す,だます,"to trick, to cheat, to deceive",JLPT JLPT_2 JLPT_3,Lk)a>8:jDg,lừa dối
偶々,たまたま,"unexpectedly, accidentally, by chance",JLPT JLPT_2 JLPT_3,JUx|gK)1.9,Trùng hợp thay
たまらない,たまらない,"intolerable, unbearable, unendurable",JLPT JLPT_2 JLPT_3,l`8q_oGHnv,Không thể cưỡng lại
溜まる,たまる,"to collect, to gather, to accumulate",JLPT JLPT_2 JLPT_3,vB$#wF*|#8,tích lũy
黙る,だまる,to be silent,JLPT JLPT_2 JLPT_3,s)emL*qV&),Im lặng
試し,ためし,"trial, test",JLPT JLPT_2 JLPT_3,qBNYe=mSa8,Thử
試す,ためす,"to attempt, to test",JLPT JLPT_2 JLPT_3,OHz{.@pYIY,thử
溜める,ためる,"to accumulate, to collect",JLPT JLPT_2 JLPT_3,I-!#mDL3^x,cứu
便り,たより,"news, correspondence, letter",JLPT JLPT_2 JLPT_3,gbz0bmQQdz,tin tức
頼る,たよる,"to rely on, to have recourse to, to depend on",JLPT JLPT_2 JLPT_3,Cpd=G;du6L,phụ thuộc
段,だん,"step, stair, grade",JLPT JLPT_2 JLPT_3,CK0>fzUr{x,phần
単位,たんい,"credit (for a course in school); unit, denomination",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,ddo&;VY0jx,đơn vị
単語,たんご,word; vocabulary,JLPT JLPT_3 JLPT_2 Genki_Ln.9 Genki,v$Mi}v}l@p,từ
男子,だんし,young man,JLPT JLPT_2 JLPT_3,o|;<c@[|f3,người đàn ông
単純,たんじゅん,simplicity,JLPT JLPT_2 JLPT_3,c0+aDZX4Q5,Đơn giản
誕生,たんじょう,birth,JLPT JLPT_2 JLPT_3,dP`<<G(e41,sinh
ダンス,ダンス,dance,JLPT JLPT_2 JLPT_3,euR|T?GwM~,nhảy
団体,だんたい,"organization, association",JLPT JLPT_2 JLPT_3,N[4TY72XQk,nhóm
担当,たんとう,(in) charge,JLPT JLPT_2 JLPT_3,eVQE*ebssb,người phụ trách
単なる,たんなる,"mere, simple, sheer",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,bCE(TsI6rY,chỉ
単に,たんに,"simply, merely",JLPT JLPT_2 JLPT_3,ndj9zxLbCH,đơn giản
地,ち,earth,JLPT JLPT_2 JLPT_3,o?b;2k}iDx,đất
地位,ちい,"(social) position, status",JLPT JLPT_2 JLPT_3,PA:U(:c/cc,trạng thái
地域,ちいき,"area, region",JLPT JLPT_2 JLPT_3,kp_^FvzmU=,vùng đất
チーズ,チーズ,cheese,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,v`l$a/$V*R,phô mai
チーム,チーム,team,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,zOpx4Q5dSu,đội
知恵,ちえ,"wisdom, wit, intelligence",JLPT JLPT_2 JLPT_3,jp9hTe)yc?,khôn ngoan
地下,ちか,"basement, underground",JLPT JLPT_2 JLPT_3,I;*P_Q7^ak,bí mật
違い,ちがい,"difference, discrepancy",Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki,E&4b+:J$~A,sự khác biệt
違いない,ちがいない,"(phrase) sure, no mistaking it, for certain",JLPT JLPT_2 JLPT_3,hLl(I;+k]7,Không còn nghi ngờ gì nữa.
近頃,ちかごろ,"lately, recently, nowadays",JLPT JLPT_2 JLPT_3,f(L:7>]T]*,gần đây
地球,ちきゅう,the earth,JLPT JLPT_2 JLPT_3,qL[iG:?A.4,Trái đất
地区,ちく,"district, section",JLPT JLPT_2 JLPT_3,f^*Mzp$yP!,khu vực
遅刻,ちこく,"lateness, late coming",JLPT JLPT_2 JLPT_3,BI&hsIsXx!,lạc hậu
知事,ちじ,prefectural governor,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,ISq?4C~q1c,Thống đốc
知識,ちしき,"knowledge, information",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,JB`8NU-%cx,Kiến thức
父親,ちちおや,father,JLPT JLPT_2 JLPT_3,x^b@}}_x/I,Bố
知能,ちのう,"intelligence, brains",JLPT JLPT_2 JLPT_3,s0*$SOLx]G,Trí thông minh
地平線,ちへいせん,horizon,JLPT JLPT_2 JLPT_3,K*ilXC|Xu$,chân trời
地方,ちほう,"area, locality, region",JLPT JLPT_2 JLPT_3,"z)]^*l}=r,",địa điểm
茶,ちゃ,tea,JLPT JLPT_2 JLPT_3,"fMCQ,=~B@s",Trà
チャンス,チャンス,"chance, opportunity",JLPT JLPT_2 JLPT_3,m8a~R)2L&s,cơ hội
ちゃんと,ちゃんと,"perfectly, properly, exactly",JLPT JLPT_2 JLPT_3,fb]dH3uhx1,Đúng cách
中,ちゅう,"inside, middle, among",JLPT JLPT_2 JLPT_3,giNr]3xbMq,ở giữa
注,ちゅう,"annotation, explanatory note",JLPT JLPT_2 JLPT_3,ewit4l?.v2,Ghi chú
中央,ちゅうおう,"central, center, middle",JLPT JLPT_2 JLPT_3,hbJS=^3J3d,trung tâm
中学,ちゅうがく,"middle school, junior high school",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,BDc+1/~Gst,Trường trung học cơ sở
中古,ちゅうこ,"used, second-hand",JLPT JLPT_2 JLPT_3,oGNXy5VYfH,đồ cũ
中止,ちゅうし,"suspension, stoppage, discontinuance",JLPT JLPT_2 JLPT_3,blGv@A}r>*,Hủy bỏ
駐車,ちゅうしゃ,"parking (e.g., car)",JLPT JLPT_2 JLPT_3,r:>>eJ5z0v,Đỗ xe
昼食,ちゅうしょく,lunch (same as 昼ご飯 (ひるごはん)),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6,Ce&bm$.+x},bữa trưa
中心,ちゅうしん,"center, core",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,qN$B1x]6v4,trung tâm
注目,ちゅうもく,"notice, attention, observation",JLPT JLPT_2 JLPT_3,D//womH([Q,chú ý
注文,ちゅうもん,"order, request",JLPT JLPT_2 JLPT_3,"s6G1Y@{fM,",đặt hàng
長期,ちょうき,long time period,JLPT JLPT_2 JLPT_3,c8O%1yU]YR,dài
調査,ちょうさ,survey; investigation,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,d$M#lyGTF?,cuộc điều tra
調子,ちょうし,"condition, state, tune, tone",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,"d]P8,Fg)ha",tình trạng
頂上,ちょうじょう,"top, summit, peak",JLPT JLPT_2 JLPT_3,dQdf#E1ni7,đứng đầu
ちょうだい,ちょうだい,-- colloquial form of ください; typically used by children or women --,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,o/CK30c)[2,Đưa nó cho tôi
貯金,ちょきん,(bank) savings,JLPT JLPT_2 JLPT_3,Qk=_]>V~E6,tiết kiệm
直接,ちょくせつ,"direct, immediate, firsthand",JLPT JLPT_2 JLPT_3,s&G:wJLBgj,trực tiếp
著者,ちょしゃ,"author, writer",JLPT JLPT_2 JLPT_3,f3<v-734W$,tác giả
散らす,ちらす,"to scatter, to disperse, to distribute",JLPT JLPT_2 JLPT_3,vw$z+tJyr%,tiêu tan
散る,ちる,"to fall, to scatter (e.g., blossoms)",JLPT JLPT_2 JLPT_3,J2:m]+werC,để phân tán
遂に,ついに,"finally, at last",JLPT JLPT_2 JLPT_3,nxB*ZCg|Xk,Cuối cùng
通過,つうか,"passage through, passing",JLPT JLPT_2 JLPT_3,ph$_=yR?BI,vượt qua
通貨,つうか,currency,JLPT JLPT_2 JLPT_3,/j4TmH~2},tiền tệ
通学,つうがく,commuting to school,JLPT JLPT_2 JLPT_3,J:l]_|3w@r,Đi học
通勤,つうきん,commuting to work,JLPT JLPT_2 JLPT_3,e/9Ql]v_wl,đi làm
通行,つうこう,"passage, passing",JLPT JLPT_2 JLPT_3,c^6[uEL+8F,Vượt qua
通じる,つうじる,"to run to, to lead to, to communicate",JLPT JLPT_2 JLPT_3,t0;rVhq2PA,Điều đó có thể hiểu được.
通信,つうしん,"correspondence, communications",JLPT JLPT_2 JLPT_3,jbQzL}efHR,giao tiếp
通訳,つうやく,interpretation; interpreter,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,A:!.K&=/gb,diễn giải
捕まる,つかまる,to be arrested; to be caught,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,zje2ssH%h&,bị bắt
掴む,つかむ,"to seize, to catch, to grasp",JLPT JLPT_2 JLPT_3,AX[XflD{[A,vồ lấy
疲れ,つかれ,"tiredness, fatigue",JLPT JLPT_2 JLPT_3,il1GiN=]{4,Mệt
付き合い,つきあい,socialization; friendship; association,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,y]4O/.LN};,Mối quan hệ
付合う,つきあう,"to associate with, to keep company with, to get on with",JLPT JLPT_2 JLPT_3,comK`lsMXR,giữ mối quan hệ
次々,つぎつぎ,"in succession, one by one",JLPT JLPT_2 JLPT_3,tMy_Cz-rgH,Hết cái này đến cái khác
付く,つく,"to adjoin, to be attached, to adhere",JLPT JLPT_2 JLPT_3,CCTf>ERIuq,Gắn
就く,つく,"to settle in (place), to take (seat position), to study (under teacher)",JLPT JLPT_2 JLPT_3,f$o&/[vj_J,để đảm nhận
突く,つく,"to thrust, to strike; to poke",JLPT JLPT_2 JLPT_3,deUV5De}4o,xô
次ぐ,つぐ,"to rank next to, to come after",JLPT JLPT_2 JLPT_3,lPJSJa%iEy,Kế tiếp
注ぐ,つぐ,to pour (into),JLPT JLPT_2 JLPT_3,H]>=HALt|h,đổ
付ける,つける,"to attach, to join, to add",JLPT JLPT_2 JLPT_3,COK~n$@s;+,mặc
着ける,つける,"to put on, to wear; to draw up",JLPT JLPT_2 JLPT_3,xK/@QFUs`+,mặc
伝わる,つたわる,"to be handed down, to be transmitted",JLPT JLPT_2 JLPT_3,I(SdOHy)n4,Sẽ được truyền đạt
土,つち,"earth, soil",JLPT JLPT_2 JLPT_3,b0C;E+y*OO,đất
続き,つづき,"sequel, continuation",JLPT JLPT_2 JLPT_3,DOx[F]Tq]~,tiếp tục
包み,つつみ,"bundle, package",JLPT JLPT_2 JLPT_3,"A$,U3V5z/a",bao bì
勤め,つとめ,"work, employment",JLPT JLPT_2 JLPT_3,jyI}</P9|V,Thuê người làm
務め,つとめ,duty,JLPT JLPT_2 JLPT_3,HBnD=Z&jL.,nhiệm vụ
繋がる,つながる,"to be connected to, to be related to",JLPT JLPT_2 JLPT_3,o>5Zj80/>t,Kết nối
繋ぐ,つなぐ,"to tie, to fasten, to connect",JLPT JLPT_2 JLPT_3,dvYDG|g:)z,kết nối
繋げる,つなげる,to connect,JLPT JLPT_2 JLPT_3,CaP($Be11=,kết nối
常に,つねに,always (same as いつも) (written expression),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,"bxwo]l,au.",luôn luôn
翼,つばさ,wings,JLPT JLPT_2 JLPT_3,h7J%]@@_.i,cánh
つまり,つまり,namely; in other words; in short,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2,Qct:$c#r&I,Nói cách khác
罪,つみ,"crime, fault, indiscretion",JLPT JLPT_2 JLPT_3,MgWjvX`Yu],tội phạm
積む,つむ,"to pile up, to stack",JLPT JLPT_2 JLPT_3,"j$?]*}X8^,",ngăn xếp
詰める,つめる,"to pack, to shorten, to work out (details)",JLPT JLPT_2 JLPT_3,r`t;z%W._9,Đóng gói
積もる,つもる,to pile up,JLPT JLPT_2 JLPT_3,B|7C=u@tnY,chất đống
梅雨,つゆ,rainy season,JLPT JLPT_2 JLPT_3,Kq1aO&o3e~,mùa mưa
辛い,つらい,"painful, heart-breaking",JLPT JLPT_2 JLPT_3,x#3!zMZ{Ua,cứng
釣,つり,fishing,JLPT JLPT_2 JLPT_3,hp*Ne3T*|9,Câu cá
連れ,つれ,"companion, company",JLPT JLPT_2 JLPT_3,"M#vEpHbV,1",bạn đồng hành
出,で,"outflow, coming (going) out, graduate (of)",JLPT JLPT_2 JLPT_3,w{EtNFmA(5,ngoài
出会い,であい,"meeting, rendezvous, encounter",JLPT JLPT_2 JLPT_3,d]*3#}qvAo,bắt gặp
出合い,であい,an encounter,JLPT JLPT_2 JLPT_3,NNhd{.G%>},Bắt gặp
出会う,であう,"to meet by chance, to come across, to happen to encounter",JLPT JLPT_2 JLPT_3,OTct<~-|UE,bắt gặp
提案,ていあん,"proposal, proposition, suggestion",JLPT JLPT_2 JLPT_3,"iGm7,)MoHt",gợi ý
定期,ていき,fixed term,JLPT JLPT_2 JLPT_3,A!sHO/~:s^,Thường xuyên
抵抗,ていこう,"resistance, opposition",JLPT JLPT_2 JLPT_3,N(w.Tb~N=E,sức chống cự
提出,ていしゅつ,"presentation, submission, filing",JLPT JLPT_2 JLPT_3,_gNbOk8-6,đề xuất
停電,ていでん,failure of electricity,JLPT JLPT_2 JLPT_3,H}DrQpl/{h,Mất điện
程度,ていど,"degree, amount, level",JLPT JLPT_2 JLPT_3,F`R&X?&TVu,bằng cấp
停留所,ていりゅうじょ,bus or tram stop,JLPT JLPT_2 JLPT_3,Awx`muH^bu,Dừng lại
デート,デート,date (in the sense of 'social engagement' only),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5 Genki_Ln.3 Genki,OE9g6(Wr!Q,ngày
敵,てき,"enemy, rival",JLPT JLPT_2 JLPT_3,Ea+9Js(Fd+,kẻ thù
出来事,できごと,"incident happening, event",JLPT JLPT_2 JLPT_3,jSaj(o[]4Q,sự kiện
適する,てきする,"to fit, to suit",JLPT JLPT_2 JLPT_3,BBp^;rnN&Z,thích hợp
適切,てきせつ,"appropriate, adequate, relevance",JLPT JLPT_2 JLPT_3,GJ78SM<nAC,phù hợp
適度,てきど,moderate,JLPT JLPT_2 JLPT_3,"P,Aa?trXr^",Vừa phải
適用,てきよう,applying,JLPT JLPT_2 JLPT_3,F[1:.C?p}A,Áp dụng
できれば,できれば,if possible…,JLPT JLPT_2 JLPT_3,Nl1_P@+[2J,Nếu có thể
手品,てじな,"conjuring trick, magic",JLPT JLPT_2 JLPT_3,Bmip}Vg}I5,Ảo thuật
ですから,ですから,therefore,JLPT JLPT_2 JLPT_3,Jo!p#Qfr#o,Vì thế
鉄,てつ,iron,JLPT JLPT_2 JLPT_3,u7QQ@g<pTi,sắt
哲学,てつがく,philosophy,JLPT JLPT_2 JLPT_3,w4;9Z6RDj*,triết lý
手伝い,てつだい,"help, helper, assistant",JLPT JLPT_2 JLPT_3,KsJJ=HC*D~,giúp đỡ
徹底,てってい,"thoroughness, completeness",JLPT JLPT_2 JLPT_3,u^FH5{m=7A,kỹ lưỡng
鉄道,てつどう,railway; railroad,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,fH8D~mT1*!,Đường sắt
徹夜,てつや,"staying up all night, sleepless night",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,"Lx.`K,!_&%",Thức suốt đêm
手間,てま,"time, labor",JLPT JLPT_2 JLPT_3,zh##v%wLiw,thời gian và công sức
デモ,デモ,"demo, demonstration",JLPT JLPT_2 JLPT_3,zxldW(*v39,thử nghiệm
典型,てんけい,"type, pattern, archetypal",JLPT JLPT_2 JLPT_3,b#]l?Jh5h,đặc trưng
天候,てんこう,weather,JLPT JLPT_2 JLPT_3,Du(D%o0?(h,thời tiết
電子,でんし,electron; electronic,JLPT JLPT_2 JLPT_3,KF~X[<t._6,điện tử
テント,テント,tent,JLPT JLPT_2 JLPT_3,C+]@`|c9$-,lều
伝統,でんとう,"tradition, convention",JLPT JLPT_2 JLPT_3,b?a#:(nI:=,truyền thống
天然,てんねん,"nature, spontaneity",JLPT JLPT_2 JLPT_3,mJ@k+Q+jCj,tự nhiên
問い,とい,"question, query",JLPT JLPT_2 JLPT_3,qN5[}C*k;Z,câu hỏi
党,とう,party (political),JLPT JLPT_2 JLPT_3,CwN*@P-oun,buổi tiệc
塔,とう,"tower, pagoda",JLPT JLPT_2 JLPT_3,K]pA87hQ2g,tháp
答案,とうあん,"examination paper, examination script",JLPT JLPT_2 JLPT_3,MoK&)Fu]bx,Trả lời
同一,どういつ,"identity, sameness, similarity",JLPT JLPT_2 JLPT_3,l<daK{7I?K,Như nhau
銅貨,どうか,copper coin,JLPT JLPT_2 JLPT_3,v?#F}bohO.,đồng xu bằng đồng
当時,とうじ,"at that time, in those days (same as そのころ)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,cAqI6F$%jo,vào thời điểm đó
動詞,どうし,verb,JLPT JLPT_2 JLPT_3,Jt^|GpM7=V,động từ
同時,どうじ,"simultaneous(ly), same time",JLPT JLPT_2 JLPT_3,yvg^A$k^a|,đồng thời
どうしても,どうしても,"at any cost, no matter what, no matter how hard one tries",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,u>t|EJmDdT,bất kể điều gì
