expression,reading,meaning,tags,guid,vietnamese_definition
ソロ,ソロ,solo,JLPT_1 JLPT,r<H?#?:lfS,độc lập
揃い,そろい,"set, suit, uniform",JLPT_1 JLPT,d$?[e]vP*A,Ghép nối
ぞんざい,ぞんざい,"rude, careless, slovenly",JLPT_1 JLPT,IV/~qgGGDy,bất cẩn
損失,そんしつ,loss,JLPT_1 JLPT,q}vnE8Gq;U,sự mất mát
存続,そんぞく,"duration, continuance",JLPT_1 JLPT,k--fc+@]/s,sống sót
ダース,ダース,dozen,JLPT_1 JLPT,LJ)2+[0^`@,mười hai
対応,たいおう,dealing with,JLPT_1 JLPT,KZnf.&v={U,thư từ
大家,たいか,"rich family, distinguished family",JLPT_1 JLPT,Nrwns(8SbS,Mọi người
退化,たいか,"degeneration, retrogression",JLPT_1 JLPT,gPs^-F*IXX,Sự thoái hóa
大概,たいがい,"in general, mainly",JLPT_1 JLPT,h9/$[pq28V,có lẽ
体格,たいかく,"physique, constitution",JLPT_1 JLPT,F<F1njV;[$,thể chất
大金,たいきん,large amount of money,JLPT_1 JLPT,m_p4U|6#<L,Số tiền lớn
待遇,たいぐう,"treatment, reception",JLPT_1 JLPT,F5l%#d#e`l,sự đối đãi
対決,たいけつ,"confrontation, showdown",JLPT_1 JLPT,sKn[*vv=gw,Đối đầu
体験,たいけん,personal experience,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,o%)Oc|W=Ka,kinh nghiệm
対抗,たいこう,"opposition, antagonism",JLPT_1 JLPT,Rd@pS:`}f/,phe đối lập
退治,たいじ,extermination,JLPT_1 JLPT,pC*Xx^dBSu,Diệt trừ
大衆,たいしゅう,general public,JLPT_1 JLPT,nog=kohV~>,Công chúng
対処,たいしょ,"deal with, cope",JLPT_1 JLPT,yMT#3SVsQ>,xử lý
退職,たいしょく,retirement (from office),JLPT_1 JLPT,zj2z79]QG@,nghỉ hưu
題する,だいする,to title,JLPT_1 JLPT,"F)V}e,NP?K",Tiêu đề
態勢,たいせい,"attitude, conditions, tendency",JLPT_1 JLPT,q2.f(w/7&,tình huống
対談,たいだん,"talk, dialogue",JLPT_1 JLPT,F(U~._UF.|,Đối thoại
大胆,だいたん,"bold, daring, audacious",JLPT_1 JLPT,NiV/^uCv:g,In đậm
対等,たいとう,equivalent,JLPT_1 JLPT,e2@L)L#}Hy,bình đẳng
台無し,だいなし,"mess, spoiled, (come to) nothing",JLPT_1 JLPT,O<W!7i{%=i,sự đổ nát
滞納,たいのう,"non-payment, default",JLPT_1 JLPT,"EVFf,lL5*1",Các khoản thanh toán quá hạn
対比,たいひ,"contrast, comparison",JLPT_1 JLPT,QS^fJ(5L6U,Sự tương phản
タイピスト,タイピスト,typist,JLPT_1 JLPT,rgU6t{db}6,người đánh máy
大部,たいぶ,"most (e.g., most part, greater, fairly, a good deal, much)",JLPT_1 JLPT,M:e6p(bi4/,Hầu hết
大便,だいべん,feces,JLPT_1 JLPT,bxG(1E~XYm,phân
代弁,だいべん,speak for another,JLPT_1 JLPT,MRN2]i=t=d,Phát biểu thay mặt cho
待望,たいぼう,"long-expected, waiting",JLPT_1 JLPT,qE#$km{TWt,Được mong đợi từ lâu
台本,だいほん,"libretto, scenario",JLPT_1 JLPT,RgJye)6k}y,Kịch bản
タイマー,タイマー,timer,JLPT_1 JLPT,Jpmdj[Dy-8,hẹn giờ
怠慢,たいまん,"negligence, carelessness",JLPT_1 JLPT,o+E(5HE.HE,Sao nhãng
タイミング,タイミング,timing,JLPT_1 JLPT,xPwaZgIXR*,thời gian
タイム,タイム,time,JLPT_1 JLPT,jbo*<.eMG[,thời gian
タイムリー,タイムリー,"timely, run-batted-in (baseball), RBI",JLPT_1 JLPT,yP9[juCnL[,Kịp thời
対面,たいめん,"interview, meeting",JLPT_1 JLPT,i`k./6SP4;,gặp mặt trực tiếp
代用,だいよう,substitution,JLPT_1 JLPT,mu!!VPGcN/,thay thế
体力,たいりょく,physical strength,JLPT_1 JLPT,k5)wZQr4>y,Sức mạnh thể chất
タイル,タイル,tile,JLPT_1 JLPT,ATn!+%/EU;,gạch
対話,たいわ,"conversation, dialogue",JLPT_1 JLPT,dArvNg;d~A,Đối thoại
耐える,たえる,"to endure, to put up with",JLPT_1 JLPT,fX{nWJ2pLZ,chịu đựng
堪える,たえる,"to endure, to put up with",JLPT_1 JLPT,Lk-i;aQnR+,con gấu
絶える,たえる,"to die out, to become extinct",JLPT_1 JLPT,rTE!2k^D@,Để chấm dứt
断える,たえる,"to cease, to become extinct",JLPT_1 JLPT,Qs%N8rxgY7,Từ chối
打開,だかい,"solution, breakthrough",JLPT_1 JLPT,mQ|SYI%fP],Mở
焚火,たきび,(open) fire,JLPT_1 JLPT,LcA{{ZbodA,đống lửa
妥協,だきょう,"compromise, giving in",JLPT_1 JLPT,"s%Avc+h,O*",thỏa hiệp
たくましい,たくましい,"burly, strong, sturdy",JLPT_1 JLPT,"P8,W5KAJY/",mạnh
巧み,たくみ,"skill, cleverness",JLPT_1 JLPT,i]Z*A6(YX(,khéo léo
丈,たけ,"length, height",JLPT_1 JLPT,enuUDdn`y|,chiều cao
打撃,だげき,"blow, damage; batting (baseball)",JLPT_1 JLPT,"t;}gxU%<,g",Đánh
妥結,だけつ,agreement,JLPT_1 JLPT,l2ZF^5r/@.,Khu định cư
駄作,ださく,poor work,JLPT_1 JLPT,Lw)j7o&?}o,Công việc tồi
足し算,たしざん,addition,JLPT_1 JLPT,iE/CUShX8n,phép cộng
多数決,たすうけつ,majority rule,JLPT_1 JLPT,"OJ~&,3EcJ/",Đa số phiếu
助け,たすけ,assistance,JLPT_1 JLPT,j0*?atjOa+,Giúp đỡ
携わる,たずさわる,"to engage, to involve",JLPT_1 JLPT,McI/Z<qse(,tham gia
漂う,ただよう,"to drift about, to float, to hang in air",JLPT_1 JLPT,bR^R=T^]/Z,trôi dạt
立ち去る,たちさる,"to leave, to depart",JLPT_1 JLPT,x4xomzb{(l,Rời khỏi
立ち寄る,たちよる,"to stop by, to drop in for a short visit",JLPT_1 JLPT,"i~*^/,u.M%",Ghé qua
抱っこ,だっこ,(child's) hug,JLPT_1 JLPT,u]W;19*#xC,ôm
達者,たっしゃ,"skillful, in good health",JLPT_1 JLPT,QMO]Jn&?Ra,Làm tốt
脱出,だっしゅつ,escape,JLPT_1 JLPT,rfK<qkCIf],bỏ trốn
脱する,だっする,"to escape from, to get out",JLPT_1 JLPT,t;JPYpd=u$,bỏ trốn
達成,たっせい,achievement,JLPT_1 JLPT,y%qBRcv/jg,Đạt được
脱退,だったい,"secession, withdrawal",JLPT_1 JLPT,ncettC@%js,Rút tiền
だったら,だったら,if it's the case,JLPT_1 JLPT,C/Y!eNd>%+,Nếu vậy
立て替える,たてかえる,"to pay in advance, to pay for another",JLPT_1 JLPT,kf$XJ8^ry/,thanh toán trước
建前,たてまえ,position; stance one takes in public; principle,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,L3SqCRekB4,Giả vờ
奉る,たてまつる,"to offer, to do respectfully",JLPT_1 JLPT,f5~QK@<Z?-,để cung cấp
だと,だと,if it's the case,JLPT_1 JLPT,AdbIr)ODQy,Nếu như
他動詞,たどうし,transitive verb (direct object),JLPT_1 JLPT,k%4*4&yY`0,Động từ ngoại động từ
辿り着く,たどりつく,"to reach, to make it somehow",JLPT_1 JLPT,g7HZru1rgh,Để đến
辿る,たどる,"to follow (road, to pursue (course), to follow up",JLPT_1 JLPT,wGxS[a6&-W,theo
束ねる,たばねる,"to tie up in a bundle, to control",JLPT_1 JLPT,f-6#7v|syX,bó
だぶだぶ,だぶだぶ,"loose, baggy",JLPT_1 JLPT,gN6($!p`)9,rộng thùng thình
他方,たほう,"another side, on the other hand",JLPT_1 JLPT,kBVB0U>~W;,Mặt khác
多忙,たぼう,busy,JLPT_1 JLPT,&tDV5aeSi,bận
給う,たまう,"to receive, to grant",JLPT_1 JLPT,o3qNRs#MmC,đưa cho
魂,たましい,"soul, spirit",JLPT_1 JLPT,Lule^<EV8B,linh hồn
溜まり,たまり,"collected things, gathering place, arrears",JLPT_1 JLPT,vn*T!ewBaY,sự tích lũy
賜る,たまわる,"to grant, to bestow",JLPT_1 JLPT,HP!zs26?IS,được trao tặng
保つ,たもつ,"to keep, to preserve, to sustain",JLPT_1 JLPT,gTbXu)j!`=,giữ
たやすい,たやすい,"easy, simple, light",JLPT_1 JLPT,AG]dUK?GLW,Dễ
多様,たよう,"diversity, variety",JLPT_1 JLPT,vtZOkeWk&x,Phong phú
だるい,だるい,"sluggish, feel heavy (tired), languid",JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,"ssq5O?,bMD",Cảm thấy mệt mỏi
弛み,たるみ,"slack, slackening",JLPT_1 JLPT,CfA9KvwrNs,sự lỏng lẻo
弛む,たるむ,"to slacken, to loosen, to relax",JLPT_1 JLPT,Q3_&mJpm{q,Nới lỏng
垂れる,たれる,"to hang, to droop; to drip",JLPT_1 JLPT,"dR~s,A!paY",Rủ xuống
タレント,タレント,"talent, star, personality",JLPT_1 JLPT,lrfU7E]iMP,tài năng
タワー,タワー,tower,JLPT_1 JLPT,v5:z0AFR9T,Tháp
単一,たんいつ,"single, simple, sole",JLPT_1 JLPT,h$`k(ir0Rg,đơn
短歌,たんか,31-syllable Japanese poem,JLPT_1 JLPT,Ir#MY^13Ie,tanka
担架,たんか,"stretcher, litter",JLPT_1 JLPT,HV+tZ)Qo19,cáng cứu thương
短気,たんき,quick temper,JLPT_1 JLPT,"q,u5ZnTUee",Nóng tính
団結,だんけつ,"unity, union, solidarity",JLPT_1 JLPT,nY!|1{!OCq,Đoàn kết
探検,たんけん,"exploration, expedition",JLPT_1 JLPT,sRi|/nSA`o,cuộc thám hiểm
断言,だんげん,"assertion, declaration, affirmation",JLPT_1 JLPT,w+Gv2p_R~h,Quyết đoán
短縮,たんしゅく,"shortening, abbreviation, reduction",JLPT_1 JLPT,"loQag*w7,y",rút ngắn
断然,だんぜん,"firmly, absolutely, definitely",JLPT_1 JLPT,i4oX5JR1dF,Chắc chắn
炭素,たんそ,carbon (C),JLPT_1 JLPT,x^}A~2~z<O,carbon
短大,たんだい,junior college,JLPT_1 JLPT,q^nCWsg[HX,Cao đẳng cơ sở
単調,たんちょう,"monotony, monotone, dullness",JLPT_1 JLPT,rL$X_?_Pk#,đơn điệu
単独,たんどく,"sole, single",JLPT_1 JLPT,esBhRW$7nM,Độc lập
旦那,だんな,"master (of house), husband (informal)",JLPT_1 JLPT,Eg]wBS#KM/,chồng
短波,たんぱ,short wave,JLPT_1 JLPT,i|6Bns+L;/,sóng ngắn
蛋白質,たんぱくしつ,protein,JLPT_1 JLPT,Jp^dQ($699,protein
ダンプ,ダンプ,dump truck,JLPT_1 JLPT,Nw}Lm}Btbw,bãi rác
断面,だんめん,cross section,JLPT_1 JLPT,GKBfUV.8Iw,mặt cắt ngang
弾力,だんりょく,"elasticity, flexibility",JLPT_1 JLPT,msj@^X&|0|,độ đàn hồi
治安,ちあん,"public order, security",JLPT_1 JLPT,"BnO,YE-DZD",An ninh công cộng
チームワーク,チームワーク,teamwork,JLPT_1 JLPT,P=nF6sUVt[,Làm việc nhóm
チェンジ,チェンジ,change,JLPT_1 JLPT,Dijxw<8QAe,thay đổi
違える,ちがえる,to change,JLPT_1 JLPT,l%F*x{2Z?s,khác biệt
畜産,ちくさん,animal husbandry,JLPT_1 JLPT,JuGLp(:y{X,Gia súc
畜生,ちくしょう,"beast, brute, damn",JLPT_1 JLPT,vq_X{4/863,kẻ tàn bạo
蓄積,ちくせき,"accumulation, accumulate, store",JLPT_1 JLPT,Pr<}&RmAQ(,sự tích lũy
地形,ちけい,"landform, geographical features, topography",JLPT_1 JLPT,z9e8bk2QkU,địa hình
知性,ちせい,intelligence,JLPT_1 JLPT,O7tGamj6Tf,Trí tuệ
乳,ちち,"milk, breast, loop",JLPT_1 JLPT,"l,=LW~Hy+r",sữa
縮まる,ちぢまる,"to be shortened, to be contracted, to shrink",JLPT_1 JLPT,wu7wbA:9_;,thu nhỏ
秩序,ちつじょ,"order, regularity",JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese,P)jMU1FkFO,đặt hàng
窒息,ちっそく,suffocation,JLPT_1 JLPT,fDBko;}]D,ngạt thở
知的,ちてき,intellectual,JLPT_1 JLPT,jiAkN.}ZmV,trí tuệ
着手,ちゃくしゅ,"embarkation, launch",JLPT_1 JLPT,F[_a*7LJN.,Bắt đầu
着色,ちゃくしょく,"coloring, coloring",JLPT_1 JLPT,N#Q=xWnJKS,Tô màu
着席,ちゃくせき,"sit down, seat",JLPT_1 JLPT,MeN__AKyp|,Ngồi
着目,ちゃくもく,attention,JLPT_1 JLPT,wi@WVZX@m|,Tập trung
着陸,ちゃくりく,"landing, touch down",JLPT_1 JLPT,b|+eNo%pfV,hạ cánh
着工,ちゃっこう,start of (construction) work,JLPT_1 JLPT,Ew6+3{D_ru,Công trình đã bắt đầu
茶の間,ちゃのま,living room (Japanese style),JLPT_1 JLPT,N9-wCuA<Rp,Phòng khách
茶の湯,ちゃのゆ,tea ceremony,JLPT_1 JLPT,ejvH[/WC(/,nghi lễ trà đạo
ちやほや,ちやほや,"pamper, make a fuss of, spoil",JLPT_1 JLPT,p7xbFu82u*,nuông chiều
チャンネル,チャンネル,a channel,JLPT_1 JLPT,nV5l[5`h]F,kênh
宙返り,ちゅうがえり,"somersault, looping-the-loop",JLPT_1 JLPT,G#D%$XG0_r,nhào lộn
中継,ちゅうけい,"relay, hook-up",JLPT_1 JLPT,MWNEDyrDN$,rơle
忠告,ちゅうこく,"advice, warning",JLPT_1 JLPT,N9-O04D*/i,khuyên bảo
中傷,ちゅうしょう,"slander, libel, defamation",JLPT_1 JLPT,p0CsH{8#JZ,Vu khống
中枢,ちゅうすう,"center, mainstay, nucleus",JLPT_1 JLPT,r%Mjj+Ek{5,Trung tâm
抽選,ちゅうせん,"lottery, raffle, drawing (of lots)",JLPT_1 JLPT,0KYkNtfpJ,xổ số
中断,ちゅうだん,"interruption, suspension, break",JLPT_1 JLPT,w>%6r/va[-,Sự gián đoạn
中毒,ちゅうどく,poisoning,JLPT_1 JLPT,LzJ=jxfHor,Ngộ độc
中腹,ちゅうふく,"mountain side, halfway up",JLPT_1 JLPT,tB+gKvvwou,Giữa sườn dốc
中立,ちゅうりつ,neutrality,JLPT_1 JLPT,PZFB#``%5o,trung lập
中和,ちゅうわ,"neutralize, counteract",JLPT_1 JLPT,nyH&P(=%8Y,trung hòa
～著,～ちょ,written by ~,JLPT_1 JLPT,fQ0a}K7p9f,~
腸,ちょう,"bowels, intestines",JLPT_1 JLPT,K%kn{5[S%7,ruột
蝶,ちょう,butterfly,JLPT_1 JLPT,q;0HqmYw1-,bươm bướm
超,ちょう,"super-, ultra-, hyper-",JLPT_1 JLPT,Eiftj43[ej,vượt qua
調印,ちょういん,"signature, sign, sealing",JLPT_1 JLPT,+X8b+]_hF,Ký kết
聴覚,ちょうかく,the sense of hearing,JLPT_1 JLPT,C>6Ay%IdDe,Nghe
長官,ちょうかん,"chief, (government) secretary",JLPT_1 JLPT,"H,v:QJS0Yi",Giám đốc
聴講,ちょうこう,"lecture attendance, auditing",JLPT_1 JLPT,dMxJpHdu-m,Tham dự các bài giảng
徴収,ちょうしゅう,"collection, levy",JLPT_1 JLPT,LIId5$2fh5,Bộ sưu tập
聴診器,ちょうしんき,stethoscope,JLPT_1 JLPT,A2>D_NQ`=%,Ống nghe
調停,ちょうてい,"arbitration, conciliation, mediation",JLPT_1 JLPT,zrfL7jNQ@_,trọng tài
重複,ちょうふく,"duplication, repetition, overlapping, redundancy, restoration",JLPT_1 JLPT,yXhchN!{a9,lặp lại
長編,ちょうへん,"long (e.g., novel, film)",JLPT_1 JLPT,u19=nL^X<],Phim truyện
重宝,ちょうほう,"convenient, useful",JLPT_1 JLPT,P`*HZ|)=W),Rất hữu ích
調理,ちょうり,cooking,JLPT_1 JLPT,P`dt.f6=&.,nấu ăn
調和,ちょうわ,harmony,JLPT_1 JLPT,MQV-Mk:gSq,Hòa hợp
ちょくちょく,ちょくちょく,"often, frequently, now and then, occasionally",JLPT_1 JLPT,eXEksqIu&w,thường
直面,ちょくめん,confrontation,JLPT_1 JLPT,Q%puR-vfcY,Khuôn mặt
著書,ちょしょ,"literary work, book",JLPT_1 JLPT,k8We;qzOF?,sách
貯蓄,ちょちく,savings,JLPT_1 JLPT,yk~={SS:?P,tiết kiệm
直感,ちょっかん,"intuition, instinct",JLPT_1 JLPT,QySp}y0;^p,Trực giác
著名,ちょめい,"well-known, noted, celebrated",JLPT_1 JLPT,X^slZ{jL{,Nổi tiếng
ちらっと,ちらっと,"at a glance, by accident",JLPT_1 JLPT,N3Y^D/sd+D,Chỉ cần liếc nhìn nhanh
塵,ちり,"dust, dirt",JLPT_1 JLPT,E+SU)Yck+x,bụi
塵取り,ちりとり,dustpan,JLPT_1 JLPT,APKgG.~B~%,hốt rác
賃金,ちんぎん,wages,JLPT_1 JLPT,R~b_`JWOQ,tiền lương
沈殿,ちんでん,"precipitation, deposition, settlement",JLPT_1 JLPT,G+XQh2h;J,Sự kết tủa
沈没,ちんぼつ,"sinking, foundering",JLPT_1 JLPT,iW4PqKe`G4,chìm
沈黙,ちんもく,"silence, reticence",JLPT_1 JLPT,px*6fcGx;&,im lặng
陳列,ちんれつ,"exhibition, display, show",JLPT_1 JLPT,iwMSM}M#]k,trưng bày
追及,ついきゅう,"investigation, inquiry",JLPT_1 JLPT,noU*13b5O-,Theo đuổi
追跡,ついせき,pursuit,JLPT_1 JLPT,x&s%FCI5Z$,Theo dõi
追放,ついほう,"exile, banishment",JLPT_1 JLPT,wlC&^*I(#k,Lưu đày
費やす,ついやす,"to spend, to devote, to waste",JLPT_1 JLPT,H-?H<E[N4R,tiêu
墜落,ついらく,"falling, crashing",JLPT_1 JLPT,GIlG86j>ft,xuống
痛感,つうかん,"feeling keenly, fully realizing",JLPT_1 JLPT,w#*!ZaG>/&,Tôi cảm nhận sâu sắc
通常,つうじょう,"common, normal, usual",JLPT_1 JLPT,CK7#B(npW6,nói chung là
痛切,つうせつ,"keen, deep",JLPT_1 JLPT,P)gMK#>#mQ,Đau đớn
杖,つえ,cane,JLPT_1 JLPT,E%FRI/LaC<,gậy chống
使い道,つかいみち,use,JLPT_1 JLPT,C.3OB5&{uj,sử dụng
仕える,つかえる,"to serve, to work for",JLPT_1 JLPT,"yJ9cY,O`h(",phục vụ
司る,つかさどる,"to rule, to govern, to administer",JLPT_1 JLPT,N0ki8Oo?OJ,để cai trị
つかの間,つかのま,"moment, brief time,",JLPT_1 JLPT,"HjZRq7,M3q",Trong chốc lát
月並,つきなみ,"conventional, trite, common",JLPT_1 JLPT,"s,jIH8HGr)",Mặt trăng
継目,つぎめ,"joint, seam",JLPT_1 JLPT,g`*Hbj}:;n,đường may
尽きる,つきる,"to be used up, to be run out",JLPT_1 JLPT,D@MfPrj.$e,hết
尽くす,つくす,"to exhaust, to run out; to devote, to serve",JLPT_1 JLPT,du~n(l-y;V,Để phục vụ
つくづく,つくづく,"completely, really",JLPT_1 JLPT,sr:&|?%)^o,Tôi thực sự cảm thấy
作り,つくり,"make up, structure, physique",JLPT_1 JLPT,k)o<GJT`g{,Làm
造り,つくり,"make up, structure, physique",JLPT_1 JLPT,yc(=JOoe^y,Sự thi công
繕う,つくろう,"to mend, to repair",JLPT_1 JLPT,rVgUbJ=*17,sửa chữa
付け加える,つけくわえる,to add one thing to another,JLPT_1 JLPT,G(BFo.4q2m,thêm vào
告げる,つげる,to inform,JLPT_1 JLPT,<m$M~A%1_,Thông báo
つじつま (はなしの～),つじつま (はなしの～),"coherence, consistency",JLPT_1 JLPT,jvc[~0R.1u,Sự không nhất quán (của câu chuyện)
筒,つつ,"pipe, tube",JLPT_1 JLPT,w^XrZ[jgo`,xi lanh
突く,つつく,"to thrust, to strike, to attack; to poke, to nudge, to pick at",JLPT_1 JLPT,B*u&&$(Hd.,xô
突っ突く,つっつく,to prompt someone,JLPT_1 JLPT,"p5=i4N,JuA",lời nhắc
謹む,つつしむ,"to be careful, to be chaste or discreet",JLPT_1 JLPT,gh_.MQ25nu,Kính gửi
突っ張る,つっぱる,"to support, to become stiff; to thrust (ones opponent), to stick to (ones opinion), to insist on",JLPT_1 JLPT,J%0:#u3#VS,Để đứng vững
務まる,つとまる,"be equal, be fit",JLPT_1 JLPT,cvC_+6=O[(,Có thể làm được
勤め先,つとめさき,place of work,JLPT_1 JLPT,d%0{lsg|M/,Nơi làm việc
努めて,つとめて,"make an effort!, work hard!",JLPT_1 JLPT,ie5f<%K4c(,Thử
津波,つなみ,"tsunami, tidal wave",JLPT_1 JLPT,MNnk0OWf1x,sóng thần
つねる,つねる,to pinch,JLPT_1 JLPT,uFreoT2Btm,véo
角,つの,horn,JLPT_1 JLPT,de#UEAK(5-,còi
募る,つのる,"to invite, to solicit help, participation, etc",JLPT_1 JLPT,LoJ`r.LWA^,Tập trung
唾,つば,"saliva, spit, sputum",JLPT_1 JLPT,BsP8}KfBI.,nước bọt
呟く,つぶやく,"to mutter, to murmur",JLPT_1 JLPT,ug.@5E|3HH,lẩm bẩm
つぶら,つぶら,"round, rotund",JLPT_1 JLPT,ef4-=?4kR%,Tsubura
つぶる (めを～),つぶる (めを～),to close the eyes,JLPT_1 JLPT,ndE`WwYDbY,Hãy nhắm mắt lại
壷,つぼ,"jar, pot, vase",JLPT_1 JLPT,C3S8JvZPeU,chậu
蕾,つぼみ,"bud, flower bud",JLPT_1 JLPT,"QMJ,;+-HP?",nụ
連なる,つらなる,"to extend, to stretch out, to stand in a row",JLPT_1 JLPT,mp~Cp%LGWd,liên tiếp
貫く,つらぬく,to go through,JLPT_1 JLPT,j32^3)_a~A,Xuyên qua
連ねる,つらねる,"to link, to join, to put together",JLPT_1 JLPT,"f,+4Zn,xV[",xếp hàng
釣り鐘,つりがね,temple bell (for striking),JLPT_1 JLPT,NCQt3~fkfu,Chuông
吊り革,つりかわ,strap,JLPT_1 JLPT,djH0o!(*c9,dây đeo
手当,てあて,"allowance, compensation; treatment",JLPT_1 JLPT,"re,MYOrC&P",trợ cấp
定義,ていぎ,definition,JLPT_1 JLPT,Ju;[Z@>(rL,sự định nghĩa
提供,ていきょう,"offer, program sponsoring",JLPT_1 JLPT,nfoi|;u&u/,cung cấp
提携,ていけい,"cooperation, tie-up, joint business",JLPT_1 JLPT,LK&~}-CW`X,Hợp tác
体裁,ていさい,"decency, style, form, appearance",JLPT_1 JLPT,Pn+88/;c&{,Thể loại
提示,ていじ,"presentation, exhibit, suggest, citation",JLPT_1 JLPT,"ghC1,HWr`q",gợi ý
ティシュペーパー,ティシュペーパー,tissue,JLPT_1 JLPT,E?F_x/Bz#;,Giấy ăn
定食,ていしょく,"fixed-price lunch, set meal, dinner",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,dh@a8noi3!,suất ăn
訂正,ていせい,"correction, revision",JLPT_1 JLPT,xK_nbbN*:9,sửa lỗi
停滞,ていたい,"stagnation, tie-up, congestion, retention",JLPT_1 JLPT,IS{H3A{d1v,sự trì trệ
邸宅,ていたく,"mansion, residence",JLPT_1 JLPT,y<*6&i/ulR,Biệt thự
定年,ていねん,retirement age,JLPT_1 JLPT,L&j?pv3_Qz,Nghỉ hưu
堤防,ていぼう,"bank, weir",JLPT_1 JLPT,vS/&|1=DC6,bờ kè
手遅れ,ておくれ,being (too); belated treatment,JLPT_1 JLPT,nekju?5ubj,Đã quá muộn
でかい,でかい,huge,JLPT_1 JLPT,Jx@s8-_D#U,to lớn
手掛かり,てがかり,"hint, clue, key",JLPT_1 JLPT,tv6_fmP+C^,manh mối
手掛ける,てがける,"to handle, to manage, to work with",JLPT_1 JLPT,b`U6.}VMxH,để xử lý
手数,てかず,"trouble, labor, handling",JLPT_1 JLPT,JN-JN1T)fO,Số bước di chuyển
手軽,てがる,"easy, simple, cheap",JLPT_1 JLPT,O$[ge5&iL_,Dễ
適応,てきおう,"adaptation, accommodation, conformity",JLPT_1 JLPT,qk3tIV:T3#,Sự thích nghi
適宜,てきぎ,suitability,JLPT_1 JLPT,jN;;V2!rB&,thích hợp
適性,てきせい,aptitude,JLPT_1 JLPT,piX3]-NbDU,Năng khiếu
できもの,できもの,"boil, rash",JLPT_1 JLPT,O_GU07-J5^,vết loét
手際,てぎわ,"performance, skill, tact",JLPT_1 JLPT,bEAk|h>/cN,Hiệu quả
出くわす,でくわす,"to happen to meet, to come across",JLPT_1 JLPT,Q2(sjkHGlO,gặp phải
手順,てじゅん,"process, procedure, protocol",JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,c1%awvoN<G,thủ tục
手錠,てじょう,"handcuffs, manacles",JLPT_1 JLPT,M]H9j1Gt/U,còng tay
